codigo,promedio_acumulado_programa_principal(pam),promedio_semestral_programa_principal(pcp),creditos_inscritos,participacion_total,cluster,perfil
c43314fl454104d,3.69,3.69,0,1.0,0,Perfil 1
c433157zi185333b,4.08,4.45,0,11.0,0,Perfil 1
c433159wk412385m,3.25,0.6,0,38.0,1,Perfil 2
c433161uc298467n,3.91,4.5,3,0.0,0,Perfil 1
c433170kv417323g,4.04,4.04,20,3.0,0,Perfil 1
c433175ig180193w,3.37,3.09,18,12.0,1,Perfil 2
c4331rs16119h,4.12,3.57,0,14.0,0,Perfil 1
c433215mx486382u,4.25,4.4,0,36.0,0,Perfil 1
c433216ob249163t,4.01,4.44,20,11.0,0,Perfil 1
c433216op228499y,3.8,3.92,0,4.0,0,Perfil 1
c433216xe129176z,4.21,4.98,33,0.0,0,Perfil 1
c433220yz6382t,3.89,4.99,33,0.0,0,Perfil 1
c433233oi209432l,3.99,4.1,18,2.0,0,Perfil 1
c433234ul312327h,4.02,4.8,0,40.0,0,Perfil 1
c43323st359174i,4.11,4.1,18,3.0,0,Perfil 1
c433241kc173116y,4.66,4.8,0,8.0,0,Perfil 1
c433256ju26448e,4.12,4.5,16,0.0,0,Perfil 1
c43327ha437191s,3.7,3.7,17,2.0,0,Perfil 1
c43327xv115313n,3.72,3.98,0,11.0,0,Perfil 1
c433281xp358429a,4.63,4.9,0,33.0,0,Perfil 1
c433286aw174266e,4.08,4.16,16,15.0,0,Perfil 1
c433289st431402f,3.62,3.5,0,11.0,0,Perfil 1
c433309wa40549a,4.46,4.46,16,0.0,0,Perfil 1
c43330ka65308i,4.19,4.95,0,1.0,0,Perfil 1
c433315it266246m,2.44,1.81,0,4.0,1,Perfil 2
c433317et141351r,3.53,3.53,0,12.0,0,Perfil 1
c433317hw440330f,4.21,4.7,0,3.0,0,Perfil 1
c433326uj1632g,2.54,1.32,18,0.0,1,Perfil 2
c433327ko49735v,4.57,5.0,18,0.0,0,Perfil 1
c433333yt45329f,4.1,4.1,0,2.0,0,Perfil 1
c43334mx448245a,3.97,4.6,12,4.0,0,Perfil 1
c43335mm22982v,4.16,4.13,18,29.0,0,Perfil 1
c433361bg259131z,4.07,4.7,10,0.0,0,Perfil 1
c433361qq187139s,3.92,4.11,0,2.0,0,Perfil 1
c433372es162307f,3.99,4.2,0,3.0,0,Perfil 1
c43338qr421334d,4.23,4.25,0,23.0,0,Perfil 1
c43338un274242d,4.38,4.53,20,2.0,0,Perfil 1
c433395aj39194w,3.69,4.3,12,0.0,0,Perfil 1
c433399qd21257j,2.84,2.84,0,1.0,1,Perfil 2
c43341xx167463y,3.99,4.22,0,21.0,0,Perfil 1
c433428vb469114a,3.27,3.27,17,7.0,1,Perfil 2
c43342eg299291a,4.35,4.6,0,1.0,0,Perfil 1
c433441lt214170p,3.58,3.48,16,14.0,0,Perfil 1
c433443si383180p,3.66,4.7,14,1.0,0,Perfil 1
c433459rf53309e,3.33,3.33,0,2.0,1,Perfil 2
c433471jx248297l,4.17,4.6,14,1.0,0,Perfil 1
c433478wu462230m,3.09,2.63,18,0.0,1,Perfil 2
c433486ak68397f,2.75,2.75,17,0.0,1,Perfil 2
c43348cu274338f,4.31,5.0,12,9.0,0,Perfil 1
c43348qc45261j,4.09,4.3,13,7.0,0,Perfil 1
c433495bc5970n,3.9,3.93,0,1.0,0,Perfil 1
c433495sz190347a,4.08,4.62,8,7.0,0,Perfil 1
c4334cv406461x,4.25,4.51,33,11.0,0,Perfil 1
c43354hc248361v,3.8,3.91,10,1.0,0,Perfil 1
c43355bw370249c,4.23,4.31,19,5.0,0,Perfil 1
c43356ra174282r,3.92,4.27,0,19.0,0,Perfil 1
c4335py495387e,4.06,3.8,0,2.0,0,Perfil 1
c43364ah415152p,4.03,4.6,14,3.0,0,Perfil 1
c43370ep41366c,4.06,3.97,20,0.0,0,Perfil 1
c43378in344470p,4.39,4.53,0,6.0,0,Perfil 1
c4337oq293154i,3.16,2.98,0,2.0,1,Perfil 2
c43392kj82303f,4.22,4.79,0,17.0,0,Perfil 1
c43398lc150127e,3.3,3.38,24,0.0,1,Perfil 2
c43400wq93451e,3.46,3.93,11,0.0,0,Perfil 1
c43404bj402313a,4.2,4.77,0,22.0,0,Perfil 1
c43407jp498413b,3.91,4.46,0,8.0,0,Perfil 1
c434109fh112465v,4.23,4.24,13,14.0,0,Perfil 1
c43411je474136c,4.13,4.4,14,0.0,0,Perfil 1
c434135nr44435k,3.85,4.6,13,1.0,0,Perfil 1
c434140mz330295s,4.43,4.7,0,14.0,0,Perfil 1
c43414dg157235d,3.53,3.65,18,4.0,0,Perfil 1
c434156hb155336m,4.3,4.59,16,1.0,0,Perfil 1
c434157wp94200b,3.55,3.06,0,6.0,1,Perfil 2
c43415hh82131m,4.01,4.4,0,2.0,0,Perfil 1
c434162br111311d,3.3,3.3,0,0.0,1,Perfil 2
c434163be32488x,3.87,4.02,17,18.0,0,Perfil 1
c434181xf327466i,3.53,3.34,0,0.0,1,Perfil 2
c434187bu403365d,3.76,4.4,14,0.0,0,Perfil 1
c4341ka326374r,3.73,4.68,33,5.0,0,Perfil 1
c434203re330125n,4.39,5.0,0,36.0,0,Perfil 1
c434214uz118282w,4.06,4.7,0,9.0,0,Perfil 1
c434220im34623t,3.41,4.1,0,22.0,0,Perfil 1
c434236ps14214x,3.86,4.8,10,0.0,0,Perfil 1
c434239ta19615o,3.94,4.7,13,0.0,0,Perfil 1
c434274uc404480f,3.97,4.46,33,0.0,0,Perfil 1
c43428ae320231s,4.52,4.53,0,14.0,0,Perfil 1
c434296eo492420t,3.8,3.63,18,5.0,0,Perfil 1
c434306dl45950u,3.65,3.74,20,4.0,0,Perfil 1
c434316ll250159e,4.14,4.2,10,0.0,0,Perfil 1
c434318wa462223a,3.72,4.29,0,1.0,0,Perfil 1
c434319tr276243j,3.2,2.22,0,1.0,1,Perfil 2
c434323te31691q,4.39,5.0,14,0.0,0,Perfil 1
c434325xk55411u,4.25,4.7,12,0.0,0,Perfil 1
c434328va44469i,4.23,4.23,19,8.0,0,Perfil 1
c43432xg59138n,4.26,4.28,0,0.0,0,Perfil 1
c434336ot67412r,3.22,4.9,14,0.0,0,Perfil 1
c434339ob441404k,4.53,4.71,0,18.0,0,Perfil 1
c43433pd165365y,3.57,3.01,0,2.0,1,Perfil 2
c434349xk328402w,3.72,3.47,20,4.0,0,Perfil 1
c434350ce178137j,4.57,4.57,20,9.0,0,Perfil 1
c434356tx174157k,3.72,4.09,15,22.0,0,Perfil 1
c43435eq372342o,4.22,4.81,0,41.0,0,Perfil 1
c43435si60273u,4.4,4.5,0,11.0,0,Perfil 1
c434360sf432293z,3.64,3.94,17,1.0,0,Perfil 1
c434379ae136253f,3.26,2.85,0,3.0,1,Perfil 2
c434381kq35883y,3.24,3.32,17,5.0,1,Perfil 2
c434391si484226x,3.98,4.0,12,2.0,0,Perfil 1
c434393st154170m,4.25,4.5,0,10.0,0,Perfil 1
c434419ut141142g,3.9,4.3,0,44.0,0,Perfil 1
c434426xw301373g,4.02,4.19,18,11.0,0,Perfil 1
c434427lb434126p,4.22,4.39,15,0.0,0,Perfil 1
c434434pr191417m,4.07,4.37,0,12.0,0,Perfil 1
c43443ah420225s,3.78,3.78,20,2.0,0,Perfil 1
c434443mo232273n,3.87,3.82,0,7.0,0,Perfil 1
c434450wi103451f,3.97,4.86,20,2.0,0,Perfil 1
c43445ni180213u,4.58,4.76,0,3.0,0,Perfil 1
c434461mt210391l,4.32,4.23,8,19.0,0,Perfil 1
c434491qs407158c,3.68,4.5,10,0.0,0,Perfil 1
c434494hu489471u,3.64,3.5,0,2.0,0,Perfil 1
c43450cp194312w,4.6,4.7,0,7.0,0,Perfil 1
c43450yf132296p,3.52,4.4,14,0.0,0,Perfil 1
c43454ao186161f,4.03,4.49,33,4.0,0,Perfil 1
c43459ij296263m,3.15,2.45,19,0.0,1,Perfil 2
c43460jn155105n,1.76,1.76,0,6.0,1,Perfil 2
c43462pf33956i,4.3,4.3,12,0.0,0,Perfil 1
c43464zn296102w,3.7,3.45,0,44.0,0,Perfil 1
c43474he275301k,4.09,4.1,0,10.0,0,Perfil 1
c43484ah167486u,4.77,5.0,25,0.0,0,Perfil 1
c43491so205277x,3.89,4.9,0,13.0,0,Perfil 1
c43498ls38112m,3.45,3.5,3,2.0,1,Perfil 2
c4349zv191495l,4.55,4.44,16,0.0,0,Perfil 1
c435102no230233u,4.05,4.3,0,12.0,0,Perfil 1
c435118sp43180q,4.5,4.5,0,0.0,0,Perfil 1
c435139nm30924q,3.89,4.9,14,0.0,0,Perfil 1
c435141au25410r,3.48,4.62,0,15.0,0,Perfil 1
c435147yu105486p,3.98,4.5,10,0.0,0,Perfil 1
c435148fg371444e,3.86,3.86,19,0.0,0,Perfil 1
c435180gb262271x,3.45,1.25,15,0.0,1,Perfil 2
c435185gc45692o,3.71,3.71,0,13.0,0,Perfil 1
c435197bz303311s,4.18,4.11,16,25.0,0,Perfil 1
c435215om18162c,2.04,0.47,0,5.0,1,Perfil 2
c435219qx133165s,3.7,4.5,10,0.0,0,Perfil 1
c43521kn167137n,4.4,4.77,0,0.0,0,Perfil 1
c435228sq441158q,3.79,3.79,13,0.0,0,Perfil 1
c435239dw178421o,3.83,4.3,0,21.0,0,Perfil 1
c435263ua6552s,4.07,4.32,16,2.0,0,Perfil 1
c435270xh422318c,3.96,4.6,12,0.0,0,Perfil 1
c435284io498372a,4.38,4.53,23,7.0,0,Perfil 1
c4352ug231157t,3.56,3.78,13,0.0,0,Perfil 1
c435301am235217d,3.89,4.52,0,7.0,0,Perfil 1
c435311kr499276s,4.66,4.79,21,9.0,0,Perfil 1
c435341go258151u,3.86,3.78,17,8.0,0,Perfil 1
c435343el199241k,4.34,4.21,18,17.0,0,Perfil 1
c435344te85363p,4.24,4.7,0,8.0,0,Perfil 1
c435356tr66291i,4.25,4.47,16,13.0,0,Perfil 1
c435375cl160224q,4.43,4.6,12,18.0,0,Perfil 1
c435378tc133373c,3.5,4.5,10,0.0,0,Perfil 1
c435381dd38321e,3.28,2.87,0,1.0,1,Perfil 2
c435388nd425255o,3.53,3.33,0,4.0,1,Perfil 2
c43538fe116419l,4.4,4.31,18,2.0,0,Perfil 1
c435403gq353247p,4.14,4.48,17,12.0,0,Perfil 1
c435405jf30306u,4.51,4.53,16,19.0,0,Perfil 1
c43540wq239175x,1.92,1.92,0,2.0,1,Perfil 2
c435420da451442k,4.74,4.74,0,0.0,0,Perfil 1
c435467oq248118o,3.7,4.82,0,9.0,0,Perfil 1
c435470rx97149k,2.9,2.3,20,0.0,1,Perfil 2
c435478lk90446m,3.77,4.24,0,4.0,0,Perfil 1
c435492qu313238b,4.25,4.44,23,12.0,0,Perfil 1
c4354yw78239g,2.08,2.08,0,0.0,1,Perfil 2
c435500gq296366d,3.98,4.5,0,1.0,0,Perfil 1
c43557hm284375v,3.75,3.93,16,2.0,0,Perfil 1
c43557qc14127b,3.92,4.33,0,2.0,0,Perfil 1
c43558eu24184n,3.68,4.08,20,12.0,0,Perfil 1
c4355oy408498s,4.34,4.3,17,14.0,0,Perfil 1
c43566ij83142g,4.43,4.43,0,2.0,0,Perfil 1
c43566qe43385t,3.98,3.97,21,5.0,0,Perfil 1
c4356fr442269j,3.68,4.4,0,19.0,0,Perfil 1
c4356ou224330e,4.43,4.56,0,10.0,0,Perfil 1
c43571et108168j,3.89,4.7,16,9.0,0,Perfil 1
c43571iy117181z,3.64,3.48,20,9.0,0,Perfil 1
c43573vm389326c,4.44,5.0,0,13.0,0,Perfil 1
c43579je32198o,3.46,2.92,0,32.0,1,Perfil 2
c4357tw10332u,3.83,4.15,17,11.0,0,Perfil 1
c43583cm17236o,3.28,3.36,8,0.0,1,Perfil 2
c43592rh489125g,3.63,3.0,13,0.0,1,Perfil 2
c43594gx163306b,4.32,4.4,18,5.0,0,Perfil 1
c436107lj276461h,4.44,4.62,16,3.0,0,Perfil 1
c436120lx371471l,4.33,4.4,18,11.0,0,Perfil 1
c43613cz399191o,4.07,4.5,0,1.0,0,Perfil 1
c436143rt254263k,3.24,3.26,19,1.0,1,Perfil 2
c436149wf219186d,3.69,3.64,19,6.0,0,Perfil 1
c43614wr35626f,3.89,4.7,16,2.0,0,Perfil 1
c436150xt394465c,4.24,4.24,0,2.0,0,Perfil 1
c436167ho65382a,3.23,2.83,0,5.0,1,Perfil 2
c436180hg169428z,3.87,2.4,0,21.0,1,Perfil 2
c4361zl351342z,2.77,2.77,16,7.0,1,Perfil 2
c436201bx43296s,3.76,3.92,26,13.0,0,Perfil 1
c436202ab320304c,4.22,4.55,0,2.0,0,Perfil 1
c436218wa41309g,4.21,4.9,0,7.0,0,Perfil 1
c436238eo73324p,3.94,3.82,16,13.0,0,Perfil 1
c436238om344499k,4.47,4.63,16,6.0,0,Perfil 1
c436244es424199n,3.82,4.0,0,12.0,0,Perfil 1
c436261jo98382e,0.31,0.31,0,0.0,1,Perfil 2
c436262le178359i,3.62,3.67,17,21.0,0,Perfil 1
c436268sh21733t,3.79,4.5,10,3.0,0,Perfil 1
c436282xr231113w,4.3,4.51,0,28.0,0,Perfil 1
c436296dz346288o,4.18,5.0,18,0.0,0,Perfil 1
c43629yn480305h,3.93,4.6,14,0.0,0,Perfil 1
c436304bs439166h,3.53,3.81,18,1.0,0,Perfil 1
c436312on415234s,3.04,3.04,0,0.0,1,Perfil 2
c436315la229356f,4.15,4.32,21,13.0,0,Perfil 1
c436323la319286e,3.22,2.61,21,8.0,1,Perfil 2
c436344gi122351r,4.23,4.23,0,0.0,0,Perfil 1
c436360qg324159w,4.43,4.6,0,18.0,0,Perfil 1
c436369io32572k,4.1,4.1,0,0.0,0,Perfil 1
c436375ft44352p,3.54,3.46,0,4.0,1,Perfil 2
c436379an34123q,3.12,2.24,0,2.0,1,Perfil 2
c436391ps213439i,4.02,4.3,0,17.0,0,Perfil 1
c436396zk119365w,3.83,4.47,0,45.0,0,Perfil 1
c436424dr371338d,4.11,4.12,19,25.0,0,Perfil 1
c436426ui30243c,4.12,4.23,19,37.0,0,Perfil 1
c436437ry15386f,3.62,3.36,0,9.0,0,Perfil 1
c436443nt214437w,4.11,4.43,0,2.0,0,Perfil 1
c436444hw417468q,4.03,5.0,16,0.0,0,Perfil 1
c436444ln17545b,3.08,1.51,0,32.0,1,Perfil 2
c436454zi19374p,4.0,5.0,14,0.0,0,Perfil 1
c436463lv204302s,3.92,4.36,16,33.0,0,Perfil 1
c436466cq229280c,4.06,4.06,16,3.0,0,Perfil 1
c43646tb6884o,3.93,4.18,0,1.0,0,Perfil 1
c436480wu170340b,4.2,4.6,0,23.0,0,Perfil 1
c436499fn37345l,4.38,4.86,0,7.0,0,Perfil 1
c43649dt181217p,3.49,3.74,0,11.0,0,Perfil 1
c43671wa20136h,3.8,4.9,0,15.0,0,Perfil 1
c43678dz230145m,3.61,3.78,0,3.0,0,Perfil 1
c4369ha228110r,4.41,4.38,20,19.0,0,Perfil 1
c4370oq93294k,4.37,4.37,19,6.0,0,Perfil 1
c4370wy227300q,4.14,4.21,20,6.0,0,Perfil 1
c437102tb300123q,4.21,4.6,0,10.0,0,Perfil 1
c437108ph92447j,4.0,4.0,17,9.0,0,Perfil 1
c437130gw311172i,4.08,4.08,0,1.0,0,Perfil 1
c437131mw296242z,4.07,4.59,0,9.0,0,Perfil 1
c437150ax421425o,3.14,3.14,20,1.0,1,Perfil 2
c437155bw398381u,3.64,4.48,0,15.0,0,Perfil 1
c437157rb15385r,3.36,3.36,0,6.0,1,Perfil 2
c437164kb39575o,3.91,4.9,14,0.0,0,Perfil 1
c437195xq18812m,3.86,4.65,17,4.0,0,Perfil 1
c437199ti7593c,3.48,3.22,19,12.0,1,Perfil 2
c437205zu34381v,4.33,4.4,18,16.0,0,Perfil 1
c43720uy8216u,3.98,3.93,24,10.0,0,Perfil 1
c437210di2141c,2.57,2.57,0,0.0,1,Perfil 2
c437232tp3509s,3.84,4.0,0,2.0,0,Perfil 1
c437257fc341315w,4.03,5.0,16,3.0,0,Perfil 1
c437259es169214j,1.05,1.13,0,0.0,1,Perfil 2
c437265mm51329i,2.92,0.96,16,0.0,1,Perfil 2
c437271lv297270g,0.46,0.46,17,0.0,1,Perfil 2
c437285eg343480t,3.53,3.68,20,14.0,0,Perfil 1
c4372yn375357v,4.4,4.42,0,19.0,0,Perfil 1
c437302dj122488j,4.11,4.4,18,26.0,0,Perfil 1
c437311rp48197q,3.92,4.34,18,0.0,0,Perfil 1
c437312zl148380a,3.81,3.91,17,26.0,0,Perfil 1
c437340jf98301b,4.34,4.34,25,5.0,0,Perfil 1
c437343uh8396c,4.14,0.3,33,5.0,1,Perfil 2
c437349eh271253x,3.51,3.58,17,1.0,1,Perfil 2
c437355we156188o,3.92,4.49,33,0.0,0,Perfil 1
c437359jw24595l,4.4,4.72,0,12.0,0,Perfil 1
c437365pr221435f,4.07,4.27,0,9.0,0,Perfil 1
c437379va208390m,4.07,4.31,27,9.0,0,Perfil 1
c437390gn498428c,4.24,4.82,0,6.0,0,Perfil 1
c437409lx18215k,4.01,4.46,0,4.0,0,Perfil 1
c437409zg4757u,3.98,4.4,14,0.0,0,Perfil 1
c437418lw150339i,3.71,4.53,33,0.0,0,Perfil 1
c437422qj107317k,3.86,4.42,33,6.0,0,Perfil 1
c437424to116270t,4.34,4.8,0,9.0,0,Perfil 1
c437444ki12372u,3.98,4.04,17,5.0,0,Perfil 1
c437444ug456317f,3.91,3.75,0,3.0,0,Perfil 1
c437448ew477250u,4.12,4.21,22,6.0,0,Perfil 1
c437450xw368244x,2.89,2.24,0,1.0,1,Perfil 2
c437454gj6357o,3.25,2.72,18,6.0,1,Perfil 2
c437455qv72363p,3.13,3.27,15,0.0,1,Perfil 2
c43745bo1153o,3.78,4.51,33,0.0,0,Perfil 1
c437461vs12119y,3.47,2.97,10,7.0,1,Perfil 2
c437462cg26316p,3.1,1.8,17,2.0,1,Perfil 2
c437466gn424125e,3.37,4.35,0,3.0,0,Perfil 1
c437468ow497314g,3.76,4.54,0,26.0,0,Perfil 1
c437479bq460307i,4.14,4.38,16,10.0,0,Perfil 1
c437491ts31689g,3.92,4.1,16,1.0,0,Perfil 1
c437494rl433259g,3.28,2.65,0,4.0,1,Perfil 2
c437497iq17388r,4.36,4.86,0,8.0,0,Perfil 1
c43751kk82243q,3.8,3.8,25,6.0,0,Perfil 1
c43760ft447361c,4.2,4.6,0,12.0,0,Perfil 1
c4376ys324403u,4.42,4.8,0,6.0,0,Perfil 1
c4377gc39418k,3.9,4.38,0,24.0,0,Perfil 1
c43784ch459424w,3.96,4.5,0,10.0,0,Perfil 1
c43796ts44389t,3.92,3.76,0,2.0,0,Perfil 1
c43799il33665s,4.47,4.59,14,10.0,0,Perfil 1
c437tx80339w,3.77,4.03,20,8.0,0,Perfil 1
c438107hk349391t,4.29,4.8,0,12.0,0,Perfil 1
c438113un81158c,3.49,3.5,19,21.0,0,Perfil 1
c43812hj431386u,4.45,4.63,0,42.0,0,Perfil 1
c438139wo328375i,3.6,3.41,0,3.0,1,Perfil 2
c438143wi448386f,4.19,4.5,0,9.0,0,Perfil 1
c438160jt22924g,0.4,0.4,20,0.0,1,Perfil 2
c438164vf462416g,4.08,4.4,16,9.0,0,Perfil 1
c438169gc67391n,3.99,3.9,0,32.0,0,Perfil 1
c438184bz171274s,3.65,4.71,14,2.0,0,Perfil 1
c438185za236327s,3.66,3.73,25,7.0,0,Perfil 1
c438203si952c,3.74,3.93,26,14.0,0,Perfil 1
c43820zc443346c,4.2,4.4,0,14.0,0,Perfil 1
c438215xv241387n,3.68,4.53,15,0.0,0,Perfil 1
c438219lx157359g,2.32,1.98,19,0.0,1,Perfil 2
c438230ex99309i,4.14,4.2,23,6.0,0,Perfil 1
c438232fq303213z,4.29,4.53,33,10.0,0,Perfil 1
c438234ta273323g,3.59,3.68,26,10.0,0,Perfil 1
c438234xc128136r,3.54,3.41,0,6.0,1,Perfil 2
c438237th201400d,4.14,4.02,16,7.0,0,Perfil 1
c438238dx193100u,4.56,5.0,0,7.0,0,Perfil 1
c438246po468165x,2.89,1.04,0,2.0,1,Perfil 2
c438259mi354132z,4.29,4.31,16,9.0,0,Perfil 1
c438262ua127212w,4.3,4.77,0,1.0,0,Perfil 1
c438269vq188334e,3.63,3.63,20,1.0,0,Perfil 1
c438272zq235164v,4.2,4.2,0,2.0,0,Perfil 1
c438274fm269182s,4.11,4.6,15,0.0,0,Perfil 1
c438281yf450253b,4.14,4.14,20,4.0,0,Perfil 1
c438291tx7338i,2.83,2.22,18,7.0,1,Perfil 2
c438297wf344284k,4.12,4.12,25,11.0,0,Perfil 1
c4382ib228185o,3.96,3.5,16,0.0,0,Perfil 1
c43830jl81204u,4.14,4.57,0,27.0,0,Perfil 1
c43830sg375272m,3.77,4.0,10,0.0,0,Perfil 1
c438342jm253269f,2.86,2.86,18,4.0,1,Perfil 2
c438343wm415115l,3.77,4.27,21,1.0,0,Perfil 1
c438344qc320319o,4.29,4.25,0,7.0,0,Perfil 1
c438349ca127153q,4.23,3.6,0,0.0,0,Perfil 1
c438350km22124x,3.32,1.86,20,0.0,1,Perfil 2
c438352sj62301l,3.9,4.67,33,0.0,0,Perfil 1
c438359bz33333u,4.12,5.0,0,2.0,0,Perfil 1
c43835ip421349v,4.32,4.76,0,16.0,0,Perfil 1
c43835ns444496s,3.86,4.43,33,2.0,0,Perfil 1
c438362as287370m,3.61,4.0,0,6.0,0,Perfil 1
c438362ho498115h,2.07,2.07,19,0.0,1,Perfil 2
c438376wc123406k,4.61,4.32,17,18.0,0,Perfil 1
c438382jk173255g,3.35,3.71,20,14.0,0,Perfil 1
c438386tj208368q,3.61,3.08,0,7.0,1,Perfil 2
c438389lp187429y,4.26,4.26,19,10.0,0,Perfil 1
c4383ex456151i,4.18,4.36,25,6.0,0,Perfil 1
c438405tu244496h,4.0,4.46,33,4.0,0,Perfil 1
c438411eo234365h,4.05,4.8,0,1.0,0,Perfil 1
c438413al335489l,3.84,4.8,0,4.0,0,Perfil 1
c438419rl17688f,3.62,3.62,0,4.0,0,Perfil 1
c438422fk346413i,3.08,3.08,18,6.0,1,Perfil 2
c438422nm491195f,4.13,4.3,0,8.0,0,Perfil 1
c438431cf74109q,4.64,4.61,0,25.0,0,Perfil 1
c438433il238269q,3.83,3.68,17,12.0,0,Perfil 1
c438437rw202188x,4.44,5.0,0,10.0,0,Perfil 1
c438437zd447378r,3.61,3.48,21,19.0,0,Perfil 1
c438439mu233125n,3.88,4.22,20,14.0,0,Perfil 1
c438445qf357462p,3.56,3.37,0,12.0,0,Perfil 1
c438456xo159304d,3.79,4.6,0,1.0,0,Perfil 1
c438462so134443i,4.04,4.3,14,0.0,0,Perfil 1
c438480bk399178j,4.02,4.8,0,0.0,0,Perfil 1
c438495ph19017u,4.34,4.41,0,16.0,0,Perfil 1
c438500fe287476c,3.94,4.05,0,14.0,0,Perfil 1
c43852bx2058e,3.26,3.25,20,0.0,1,Perfil 2
c4385lx93468p,3.84,3.84,0,3.0,0,Perfil 1
c43866bk314316j,0.25,0.25,0,0.0,1,Perfil 2
c4386mw483362z,4.27,4.4,19,61.0,0,Perfil 1
c4386nt352137g,3.1,2.95,0,5.0,1,Perfil 2
c43876ko431111p,3.49,3.63,18,3.0,0,Perfil 1
c43887ex13823v,4.26,4.48,0,2.0,0,Perfil 1
c43892il472461d,3.61,3.95,0,4.0,0,Perfil 1
c43894ae269461c,3.73,4.9,0,0.0,0,Perfil 1
c43894tz48406n,4.13,4.44,18,4.0,0,Perfil 1
c439105ci33080m,3.78,3.91,13,0.0,0,Perfil 1
c439110to241163k,4.46,4.46,0,0.0,0,Perfil 1
c439118yq369111l,3.99,4.59,14,1.0,0,Perfil 1
c439122xd235362b,3.44,3.57,17,4.0,1,Perfil 2
c439124an114277c,3.77,3.77,25,5.0,0,Perfil 1
c439130cx364460c,4.25,4.28,27,9.0,0,Perfil 1
c439158nh8371h,3.83,3.95,25,5.0,0,Perfil 1
c439172hu258378m,3.02,2.44,0,2.0,1,Perfil 2
c439179rh422362k,3.55,3.5,15,2.0,1,Perfil 2
c439185dp336279h,3.64,4.7,0,26.0,0,Perfil 1
c439186ep2182t,4.46,4.45,0,5.0,0,Perfil 1
c439186ic388437d,4.83,5.0,16,0.0,0,Perfil 1
c439191vc8851b,3.62,4.23,13,10.0,0,Perfil 1
c439199vq100260s,4.03,4.33,0,6.0,0,Perfil 1
c4391gw282336i,3.68,4.6,0,21.0,0,Perfil 1
c4391ol182331t,3.39,3.07,0,0.0,1,Perfil 2
c439209ja465465e,3.68,4.92,20,0.0,0,Perfil 1
c439226nc6309z,3.3,2.27,0,7.0,1,Perfil 2
c439227gs270306g,3.72,3.56,0,6.0,0,Perfil 1
c439241nk32830f,4.08,4.03,26,7.0,0,Perfil 1
c439244ve431219u,4.31,4.7,13,0.0,0,Perfil 1
c43924ot9278b,3.46,3.65,17,4.0,0,Perfil 1
c439256uk33276v,4.41,4.58,0,7.0,0,Perfil 1
c439284ba465435o,4.11,4.12,14,11.0,0,Perfil 1
c439286sm19416j,3.82,3.74,0,2.0,0,Perfil 1
c439293kg7750e,4.16,4.78,0,1.0,0,Perfil 1
c439302dz385259t,3.43,3.52,15,4.0,1,Perfil 2
c439302eq497121y,3.8,4.31,0,8.0,0,Perfil 1
c439304ih46195m,4.07,4.7,0,31.0,0,Perfil 1
c439307aw285232j,3.75,3.39,0,0.0,0,Perfil 1
c439308es380154c,4.0,4.17,0,4.0,0,Perfil 1
c439311ld24572w,3.62,4.6,0,21.0,0,Perfil 1
c439313id62242q,3.99,3.08,0,2.0,0,Perfil 1
c439316qx171392z,4.15,4.13,0,0.0,0,Perfil 1
c439341pe487342y,4.41,4.6,0,10.0,0,Perfil 1
c439345kv79319j,2.47,2.47,0,0.0,1,Perfil 2
c439355ch296383i,4.0,4.9,0,24.0,0,Perfil 1
c439360me155235t,4.02,4.7,0,13.0,0,Perfil 1
c439365yq402213s,4.12,4.36,18,10.0,0,Perfil 1
c43936nb242209c,3.76,4.5,0,0.0,0,Perfil 1
c439388ty203257e,4.34,4.8,0,22.0,0,Perfil 1
c439389hk442402r,3.82,4.69,13,0.0,0,Perfil 1
c439411sa149313a,4.02,4.27,17,6.0,0,Perfil 1
c439435ng32461h,4.34,4.7,14,0.0,0,Perfil 1
c439453ii213q,3.13,3.13,0,1.0,1,Perfil 2
c439463za16290c,4.34,3.9,18,6.0,0,Perfil 1
c439468cv374172e,4.48,4.5,0,1.0,0,Perfil 1
c439489uq401410h,4.27,5.0,14,5.0,0,Perfil 1
c43949vs38624p,4.01,5.0,14,2.0,0,Perfil 1
c4394ov428222u,4.22,4.9,0,8.0,0,Perfil 1
c4396jn17284l,4.44,4.32,18,8.0,0,Perfil 1
c43971np290330q,2.4,1.2,0,4.0,1,Perfil 2
c4398eu330251l,3.35,3.53,18,16.0,0,Perfil 1
c4398hp303366c,4.27,5.0,10,0.0,0,Perfil 1
c440105sw106426o,4.0,4.62,0,7.0,0,Perfil 1
c440111ta462121k,3.65,4.6,0,7.0,0,Perfil 1
c440112od88308a,4.2,4.7,0,20.0,0,Perfil 1
c440119ef121253o,3.99,4.61,17,0.0,0,Perfil 1
c44014cs90112z,2.75,2.69,18,0.0,1,Perfil 2
c440164mm194230d,3.67,4.14,0,33.0,0,Perfil 1
c440168au44110p,4.27,4.76,0,42.0,0,Perfil 1
c440171pd8394x,2.65,0.48,14,0.0,1,Perfil 2
c440176fa14597g,4.18,4.2,16,14.0,0,Perfil 1
c44017bl440304q,4.16,4.7,12,0.0,0,Perfil 1
c440181cf16259p,4.7,2.55,0,0.0,0,Perfil 1
c440184bl245338a,4.14,4.65,0,0.0,0,Perfil 1
