codigo,promedio_acumulado_programa_principal(pam),promedio_semestral_programa_principal(pcp),creditos_inscritos,participacion_total,cluster,perfil
c19411zr239293x,4.26,4.9,33,16.0,0,Perfil 1
c19412dl197342h,3.44,3.32,0,6.0,1,Perfil 2
c194133fh6401m,4.53,4.3,17,5.0,0,Perfil 1
c194136pt28262n,4.25,4.32,22,30.0,0,Perfil 1
c194154ot447228j,4.17,4.17,21,8.0,0,Perfil 1
c194160fh267229p,3.6,3.87,18,4.0,0,Perfil 1
c194165ne129459w,4.49,4.73,18,2.0,0,Perfil 1
c194168cd235342c,3.8,3.64,25,6.0,0,Perfil 1
c194172ki333179d,3.68,3.68,20,2.0,0,Perfil 1
c194175wz306393o,2.95,2.95,17,1.0,1,Perfil 2
c194181to403275o,4.48,5.0,16,25.0,0,Perfil 1
c194182dy425182f,4.13,4.1,0,3.0,0,Perfil 1
c194188jc18475i,4.03,3.74,21,6.0,0,Perfil 1
c194192ht16425z,3.95,4.3,31,0.0,0,Perfil 1
c194201xw31765w,4.2,4.2,0,0.0,0,Perfil 1
c194211hh324425s,4.4,5.0,14,0.0,0,Perfil 1
c194217xi490159e,4.24,4.15,21,7.0,0,Perfil 1
c194226at272368a,4.26,4.26,0,0.0,0,Perfil 1
c194230dd365105y,4.22,4.7,0,5.0,0,Perfil 1
c194235uz398118b,4.19,4.36,16,11.0,0,Perfil 1
c194243xf137427e,2.43,0.78,0,0.0,1,Perfil 2
c19424eg23116j,3.36,3.21,21,0.0,1,Perfil 2
c194252oz253270k,3.71,4.7,0,6.0,0,Perfil 1
c194257sl135398p,3.92,4.8,13,0.0,0,Perfil 1
c194271ol129368s,2.47,1.57,17,1.0,1,Perfil 2
c194296kr377429t,3.88,4.13,18,1.0,0,Perfil 1
c194298nx30050i,2.78,2.12,16,13.0,1,Perfil 2
c194299nk366362q,4.22,4.57,17,1.0,0,Perfil 1
c194302oq29728l,3.29,2.93,18,5.0,1,Perfil 2
c194324er380361q,4.03,4.61,33,17.0,0,Perfil 1
c194328wu76228p,4.3,4.55,18,6.0,0,Perfil 1
c194331cg404136f,3.29,2.95,0,6.0,1,Perfil 2
c194335zu29897z,4.29,4.69,33,13.0,0,Perfil 1
c194344ki44689b,3.94,4.8,14,0.0,0,Perfil 1
c194348vy472289j,3.98,4.52,0,5.0,0,Perfil 1
c194358bu46178m,4.47,4.55,21,14.0,0,Perfil 1
c194363sp34756v,3.66,4.3,14,0.0,0,Perfil 1
c194364re3726l,3.83,4.7,0,14.0,0,Perfil 1
c194366br402350f,4.74,4.55,12,5.0,0,Perfil 1
c194370kk280489d,2.75,1.46,8,0.0,1,Perfil 2
c19438gz23381k,3.27,3.04,17,2.0,1,Perfil 2
c194395hi51291a,3.61,4.8,14,0.0,0,Perfil 1
c194396gh439173n,4.11,4.7,0,10.0,0,Perfil 1
c194404uj427467w,4.1,4.13,0,5.0,0,Perfil 1
c194426wv28970a,3.85,4.32,16,4.0,0,Perfil 1
c194434ik2386n,4.0,4.03,20,2.0,0,Perfil 1
c194439fr1476h,4.04,4.8,0,5.0,0,Perfil 1
c194441rx470315h,4.15,4.15,20,0.0,0,Perfil 1
c194442nr24415u,3.2,2.66,18,11.0,1,Perfil 2
c194457ul233192k,4.61,4.9,0,9.0,0,Perfil 1
c194459hn436453w,4.53,4.65,0,15.0,0,Perfil 1
c194468pl263264h,3.62,4.23,9,11.0,0,Perfil 1
c194471le373435q,4.03,4.56,16,11.0,0,Perfil 1
c194479wm207404v,4.09,4.02,25,13.0,0,Perfil 1
c194480on180379n,4.01,4.9,14,3.0,0,Perfil 1
c19451gw479100m,3.52,3.85,0,35.0,0,Perfil 1
c19457uy104360e,4.32,4.41,0,3.0,0,Perfil 1
c19458qs351163n,3.87,3.83,25,8.0,0,Perfil 1
c19459vv151474k,3.53,3.53,18,4.0,0,Perfil 1
c19464vc61100c,4.04,4.62,19,0.0,0,Perfil 1
c19465fi438253v,4.6,4.8,16,16.0,0,Perfil 1
c19469ex154473b,3.58,3.37,18,0.0,1,Perfil 2
c19473tw360147e,3.3,3.29,18,6.0,1,Perfil 2
c19477zp96206g,2.78,1.65,0,14.0,1,Perfil 2
c19482wm40469n,4.37,4.71,33,7.0,0,Perfil 1
c19485yh124231c,3.07,3.21,0,8.0,1,Perfil 2
c19486mq79276c,4.1,4.8,18,0.0,0,Perfil 1
c19488ju328177h,4.22,4.3,0,11.0,0,Perfil 1
c19493vu22822b,3.51,3.28,18,9.0,1,Perfil 2
c19496yd464392c,3.93,3.9,0,11.0,0,Perfil 1
c19510qz29769t,3.59,4.1,13,0.0,0,Perfil 1
c195113pf190400l,4.07,4.35,16,18.0,0,Perfil 1
c195114zm109393x,4.15,4.7,0,11.0,0,Perfil 1
c195143ue47692x,4.1,4.02,22,4.0,0,Perfil 1
c195148uj37999v,4.39,4.6,0,3.0,0,Perfil 1
c195164ao249294w,3.65,3.95,19,10.0,0,Perfil 1
c195167is43949n,3.37,3.7,3,0.0,1,Perfil 2
c195177ea20289h,4.18,4.5,0,0.0,0,Perfil 1
c195182ks28080b,4.01,4.26,18,2.0,0,Perfil 1
c195182sc360191y,3.56,4.27,0,0.0,0,Perfil 1
c195203jl109264r,3.82,3.88,14,1.0,0,Perfil 1
c195203vh436278x,4.19,4.19,13,0.0,0,Perfil 1
c19521px26997q,4.05,3.88,20,4.0,0,Perfil 1
c195230mj24431c,3.95,3.83,16,19.0,0,Perfil 1
c195231qm263192r,4.59,4.52,20,6.0,0,Perfil 1
c195239zg185474o,3.36,3.17,24,0.0,1,Perfil 2
c195240li473370j,4.52,4.81,13,0.0,0,Perfil 1
c195248ux188100u,3.85,4.12,33,7.0,0,Perfil 1
c195273tt394490s,4.06,4.57,33,4.0,0,Perfil 1
c195281yz40798d,3.62,3.0,16,16.0,1,Perfil 2
c195282xj29972p,3.64,4.6,5,1.0,0,Perfil 1
c195290wa375428w,4.03,4.03,0,2.0,0,Perfil 1
c195291gw25514j,3.57,3.5,0,0.0,1,Perfil 2
c19530ai25547n,3.66,3.63,0,4.0,0,Perfil 1
c195311pf479288r,3.87,3.87,18,2.0,0,Perfil 1
c195318ms500120y,3.54,3.54,25,3.0,0,Perfil 1
c195318sg37073f,2.9,0.87,19,3.0,1,Perfil 2
c195327sw469251m,3.6,4.17,13,1.0,0,Perfil 1
c195338rw415180r,4.32,4.9,16,18.0,0,Perfil 1
c195340uu85488a,3.68,3.4,0,3.0,0,Perfil 1
c195357gb148120s,4.63,4.68,0,29.0,0,Perfil 1
c195363ry391391z,3.24,2.73,0,22.0,1,Perfil 2
c195364bu285473v,2.8,2.39,16,1.0,1,Perfil 2
c195365ry249203a,3.48,3.6,4,21.0,0,Perfil 1
c195366yt119335f,3.5,4.04,21,10.0,0,Perfil 1
c195372fd285251m,3.66,3.95,0,5.0,0,Perfil 1
c195372tu6886l,3.92,4.76,34,0.0,0,Perfil 1
c195389ng22322t,4.69,4.82,20,15.0,0,Perfil 1
c1953lj31768a,3.34,3.34,18,6.0,1,Perfil 2
c195402ph488178k,2.49,1.57,13,2.0,1,Perfil 2
c195408uw256100e,2.68,2.65,0,4.0,1,Perfil 2
c195421ai174272g,3.56,3.41,20,4.0,1,Perfil 2
c195423of410170h,3.89,4.6,33,0.0,0,Perfil 1
c195440kk493316y,3.35,3.49,16,4.0,1,Perfil 2
c195449fq333104h,4.2,4.46,16,18.0,0,Perfil 1
c195450gc470185n,4.2,4.46,0,9.0,0,Perfil 1
c195466lv314181l,3.78,4.7,0,7.0,0,Perfil 1
c195467dg291114b,3.22,3.06,13,2.0,1,Perfil 2
c19546iu282408s,4.55,4.72,17,7.0,0,Perfil 1
c19547rk30940g,3.95,4.5,0,49.0,0,Perfil 1
c19555sl499421s,4.0,4.3,0,6.0,0,Perfil 1
c1955so339225a,4.34,4.4,16,6.0,0,Perfil 1
c19561tm441173o,3.91,4.37,15,5.0,0,Perfil 1
c19566zy143278t,3.69,4.05,20,16.0,0,Perfil 1
c19568na73166d,4.29,4.53,24,14.0,0,Perfil 1
c19576ng423330t,4.3,4.9,0,7.0,0,Perfil 1
c196101yv159439f,3.88,4.21,0,19.0,0,Perfil 1
c196106bc469494m,3.97,3.75,20,3.0,0,Perfil 1
c196110bc486388h,3.6,3.6,0,0.0,0,Perfil 1
c196125nh35987h,3.75,4.2,18,7.0,0,Perfil 1
c196126wk80134x,4.19,4.38,0,27.0,0,Perfil 1
c196160fm79461z,3.9,3.9,25,6.0,0,Perfil 1
c196174ks375134z,4.32,4.8,0,32.0,0,Perfil 1
c196199xz127462e,2.4,1.88,0,0.0,1,Perfil 2
c196205mw230388c,3.59,4.4,3,1.0,0,Perfil 1
c196209hz40150t,4.61,4.76,0,30.0,0,Perfil 1
c19620sd236110o,3.15,2.85,0,12.0,1,Perfil 2
c196215ef424133c,3.89,4.2,0,10.0,0,Perfil 1
c196216oa141147a,3.76,3.65,0,7.0,0,Perfil 1
c196226lm4874h,4.43,4.67,18,17.0,0,Perfil 1
c196226ne347479t,3.01,3.01,18,14.0,1,Perfil 2
c196238wf35494g,4.34,4.48,0,3.0,0,Perfil 1
c19623hh1783m,4.16,4.81,0,2.0,0,Perfil 1
c19624nx295345x,4.25,4.8,0,8.0,0,Perfil 1
c19624ya8810f,3.14,3.11,14,3.0,1,Perfil 2
c19625gh142416b,3.52,3.0,7,0.0,1,Perfil 2
c196264sh102267i,3.96,4.6,14,4.0,0,Perfil 1
c196264uc297232m,3.34,2.84,17,0.0,1,Perfil 2
c196268ry18668y,4.55,4.55,0,0.0,0,Perfil 1
c196281vk294260o,3.78,4.6,0,4.0,0,Perfil 1
c196285qk317160n,4.58,4.8,0,22.0,0,Perfil 1
c196296js131428z,3.98,4.81,0,0.0,0,Perfil 1
c196299ar482496o,4.11,4.9,0,8.0,0,Perfil 1
c196323tc82495p,3.05,3.11,17,0.0,1,Perfil 2
c196327aa245309f,4.08,3.98,0,28.0,0,Perfil 1
c196328ix343174q,3.35,3.35,0,1.0,1,Perfil 2
c196334sk275428e,4.18,4.18,0,3.0,0,Perfil 1
c196339vq13691s,4.3,4.4,5,0.0,0,Perfil 1
c196342op439228o,4.43,4.47,18,18.0,0,Perfil 1
c196354xx32967s,4.07,4.28,0,1.0,0,Perfil 1
c196365ka26530e,4.14,4.14,19,15.0,0,Perfil 1
c196381ce98343h,4.73,4.68,17,15.0,0,Perfil 1
c196385hm72174h,3.56,3.49,17,0.0,1,Perfil 2
c196399on495439i,3.7,3.97,15,0.0,0,Perfil 1
c196421rm110211d,3.4,3.6,16,2.0,1,Perfil 2
c196422cy18234i,4.2,4.09,0,31.0,0,Perfil 1
c196422lx228372n,4.7,4.65,0,1.0,0,Perfil 1
c196424gy400323d,3.96,4.34,17,26.0,0,Perfil 1
c19642fg30455i,3.97,4.6,12,4.0,0,Perfil 1
c196453xm166269d,4.38,4.4,10,16.0,0,Perfil 1
c19645jh10995i,2.81,2.81,19,0.0,1,Perfil 2
c196464yo240254j,4.24,4.21,17,4.0,0,Perfil 1
c196466aj335359t,3.82,4.29,18,5.0,0,Perfil 1
c196482dq435373t,3.99,4.2,18,14.0,0,Perfil 1
c196488ct42106a,3.96,4.5,0,3.0,0,Perfil 1
c196496qe309316r,4.22,4.17,21,10.0,0,Perfil 1
c19655dv1264r,3.69,3.47,0,5.0,0,Perfil 1
c19657ax178130k,4.26,4.67,0,3.0,0,Perfil 1
c19659rg324413t,4.26,4.8,0,46.0,0,Perfil 1
c1965dz375256z,3.18,3.18,0,4.0,1,Perfil 2
c19666dy42936j,4.5,4.7,0,21.0,0,Perfil 1
c19677jc12381c,3.92,4.44,0,10.0,0,Perfil 1
c19679wj170492c,4.39,4.46,18,10.0,0,Perfil 1
c19684ml236286r,3.92,4.02,18,6.0,0,Perfil 1
c196uj477256l,4.75,4.69,0,34.0,0,Perfil 1
c197149qc310462w,4.23,4.34,0,5.0,0,Perfil 1
c197153bm2556s,4.1,4.89,0,0.0,0,Perfil 1
c197153wy14422v,4.09,4.43,0,18.0,0,Perfil 1
c197155vn211427d,4.41,4.8,0,3.0,0,Perfil 1
c197162do241259j,4.14,4.5,0,8.0,0,Perfil 1
c197171pm226109x,4.13,4.7,0,4.0,0,Perfil 1
c197172ob30366c,3.41,3.62,0,15.0,0,Perfil 1
c197179sx12142s,4.21,4.56,0,41.0,0,Perfil 1
c19717px2556t,4.13,5.0,14,0.0,0,Perfil 1
c197206pb24117a,3.84,3.66,20,16.0,0,Perfil 1
c197209am224375o,4.42,4.42,15,4.0,0,Perfil 1
c197212jv14834n,4.19,4.5,12,0.0,0,Perfil 1
c197235vv18539l,4.53,4.76,0,30.0,0,Perfil 1
c197246kx428127g,3.62,4.8,13,0.0,0,Perfil 1
c197251ih370391m,4.1,4.72,0,7.0,0,Perfil 1
c197253gt3189z,4.1,4.28,0,13.0,0,Perfil 1
c197253lx398353b,4.14,4.5,0,7.0,0,Perfil 1
c197269oh327177h,3.57,3.31,21,4.0,1,Perfil 2
c197279on480245r,3.87,3.66,19,15.0,0,Perfil 1
c197286ny155284t,3.65,3.65,19,9.0,0,Perfil 1
c197299jd495227h,4.38,4.43,18,5.0,0,Perfil 1
c19729gr309486a,3.77,4.5,10,0.0,0,Perfil 1
c1972bb116g,4.58,4.59,27,8.0,0,Perfil 1
c1972tt381178w,4.35,4.7,0,7.0,0,Perfil 1
c197303ph58167y,4.0,4.5,16,7.0,0,Perfil 1
c197309rm133466k,4.36,4.6,18,3.0,0,Perfil 1
c197328xm15367a,3.22,3.7,0,8.0,1,Perfil 2
c19733xq10211r,3.93,4.6,0,8.0,0,Perfil 1
c197344zu417291c,4.24,4.24,0,2.0,0,Perfil 1
c197347ko435493m,4.32,4.31,23,34.0,0,Perfil 1
c197357ix46619s,4.11,4.7,0,27.0,0,Perfil 1
c19737kr464286k,4.07,4.9,0,7.0,0,Perfil 1
c197381ec438408x,4.02,5.0,0,13.0,0,Perfil 1
c197397ar19649r,4.24,4.35,18,3.0,0,Perfil 1
c19740ky52474z,3.87,4.04,17,4.0,0,Perfil 1
c197413id409246m,4.39,4.43,19,27.0,0,Perfil 1
c197413xe377467f,4.42,4.8,16,0.0,0,Perfil 1
c197417pn41882m,3.83,4.8,14,0.0,0,Perfil 1
c197419nl144466d,3.35,3.46,15,4.0,1,Perfil 2
c197420oo463294t,3.72,3.52,0,3.0,0,Perfil 1
c197447uw324246z,4.63,4.48,0,9.0,0,Perfil 1
c197448am413241b,2.56,2.56,19,7.0,1,Perfil 2
c197450nq20342m,4.42,4.5,0,1.0,0,Perfil 1
c197455gy18101d,4.23,4.7,0,4.0,0,Perfil 1
c197461sb340158w,4.42,4.27,21,13.0,0,Perfil 1
c197466nh385287j,3.7,3.78,21,4.0,0,Perfil 1
c197468sy256127x,3.88,4.63,33,1.0,0,Perfil 1
c197480fh21201i,3.94,4.41,17,9.0,0,Perfil 1
c197482io327329r,4.19,4.32,21,8.0,0,Perfil 1
c19748ot141248o,3.71,4.2,14,0.0,0,Perfil 1
c197493hx49771r,3.73,4.0,17,7.0,0,Perfil 1
c1976qb236433l,3.56,3.0,18,9.0,1,Perfil 2
c1977oi254252s,3.53,2.93,13,2.0,1,Perfil 2
c19796hv448417b,4.18,4.67,0,22.0,0,Perfil 1
c1979at133121q,3.37,2.9,0,3.0,1,Perfil 2
c198102ay123419a,3.68,3.8,19,12.0,0,Perfil 1
c198103or264428m,3.46,4.6,16,30.0,0,Perfil 1
c198106ob326244u,4.08,4.69,0,2.0,0,Perfil 1
c198114kk8749h,3.94,4.11,19,26.0,0,Perfil 1
c198121gs166386o,2.43,2.43,21,6.0,1,Perfil 2
c198122le202141b,4.54,5.0,0,7.0,0,Perfil 1
c198131uu945k,3.74,3.74,20,10.0,0,Perfil 1
c198158dq393347b,3.81,4.04,20,2.0,0,Perfil 1
c198160hm14092u,3.43,3.22,0,5.0,1,Perfil 2
c198161cp224305u,4.26,4.26,18,5.0,0,Perfil 1
c198169sb157497b,3.68,3.96,0,15.0,0,Perfil 1
c19816xa450413m,3.08,3.08,0,2.0,1,Perfil 2
c198184my410181w,4.42,4.9,0,54.0,0,Perfil 1
c198191gz101293i,3.64,3.16,0,14.0,1,Perfil 2
c198193ky229250v,3.87,3.4,0,32.0,0,Perfil 1
c198211rl487269x,4.46,4.75,33,4.0,0,Perfil 1
c198218qb384317m,4.15,4.25,18,2.0,0,Perfil 1
c19822ai212351e,4.24,3.98,32,8.0,0,Perfil 1
c198234dv315317l,4.15,4.62,0,24.0,0,Perfil 1
c198235dj30166t,2.44,2.44,20,0.0,1,Perfil 2
c198235wh125383m,4.29,4.29,18,3.0,0,Perfil 1
c198237kh13199m,4.3,4.2,0,8.0,0,Perfil 1
c198237lj221215p,3.64,3.8,25,22.0,0,Perfil 1
c198237nj22381q,3.98,4.7,33,2.0,0,Perfil 1
c198244ue341258l,4.18,3.81,0,30.0,0,Perfil 1
c198246st3285i,2.92,2.92,18,5.0,1,Perfil 2
c198249dm449190s,3.87,3.9,15,0.0,0,Perfil 1
c198257ib484347z,3.44,3.62,21,12.0,0,Perfil 1
c198259nf142384t,2.98,2.43,16,0.0,1,Perfil 2
c198277gd389416g,4.12,4.13,18,10.0,0,Perfil 1
c198278vw313195c,3.46,3.56,19,1.0,1,Perfil 2
c19827no6581q,3.05,2.96,14,0.0,1,Perfil 2
c198298pz253358z,4.18,4.9,0,16.0,0,Perfil 1
c198306cg28666l,4.11,4.6,0,5.0,0,Perfil 1
c198308ys9189q,4.25,4.46,0,10.0,0,Perfil 1
c198334nr410270m,3.88,4.59,0,0.0,0,Perfil 1
c198341io49274j,2.69,2.32,0,1.0,1,Perfil 2
c198350ut336216z,3.65,3.65,18,4.0,0,Perfil 1
c198355yu233201l,4.0,4.76,13,2.0,0,Perfil 1
c198365hc54427k,3.63,3.63,16,8.0,0,Perfil 1
c198366fy179438e,4.43,4.9,12,18.0,0,Perfil 1
c198378hn181229d,3.38,3.38,17,0.0,1,Perfil 2
c198382tt84344w,4.1,4.4,16,5.0,0,Perfil 1
c198384wf5072l,3.85,3.31,0,14.0,0,Perfil 1
c198398hi3925p,3.16,3.16,0,0.0,1,Perfil 2
c198398xm410433o,3.91,4.06,27,11.0,0,Perfil 1
c198408kv389322o,3.67,4.7,10,0.0,0,Perfil 1
c198409zz393114e,3.9,4.6,0,4.0,0,Perfil 1
c198427ui183367z,3.98,3.66,16,0.0,0,Perfil 1
c198442mq121320x,4.05,4.05,18,3.0,0,Perfil 1
c198451xx246164n,4.05,4.8,0,2.0,0,Perfil 1
c198461ln417153j,3.73,4.02,0,5.0,0,Perfil 1
c198463ad184127y,1.74,1.74,0,3.0,1,Perfil 2
c198477cj1651w,4.23,4.8,0,6.0,0,Perfil 1
c198485hm203489i,3.99,3.91,0,10.0,0,Perfil 1
c198493qn463284w,4.75,5.0,0,2.0,0,Perfil 1
c19849ig176313k,3.11,3.11,19,0.0,1,Perfil 2
c19851gn414265p,4.28,4.8,13,0.0,0,Perfil 1
c19870lb480333n,4.16,4.6,0,2.0,0,Perfil 1
c19876tl429495f,3.14,2.46,20,13.0,1,Perfil 2
c19877tm215110d,3.52,3.45,0,24.0,0,Perfil 1
c19887mz493239o,3.13,2.6,20,1.0,1,Perfil 2
c19890zj51283b,3.54,3.75,16,5.0,0,Perfil 1
c19892dc409102e,4.16,4.75,0,5.0,0,Perfil 1
c199102fn454262l,3.37,3.1,0,6.0,1,Perfil 2
c199107cd117426f,4.52,4.84,0,25.0,0,Perfil 1
c199114pz141386j,4.1,3.86,16,26.0,0,Perfil 1
c199125jk305282s,4.11,4.69,0,21.0,0,Perfil 1
c199132wt371318g,3.96,4.7,0,18.0,0,Perfil 1
c199137hw25364f,3.17,4.5,12,0.0,0,Perfil 1
c199149my311456p,4.04,4.1,25,10.0,0,Perfil 1
c199166su444236s,4.01,4.72,33,1.0,0,Perfil 1
c199169ty280332z,4.46,4.46,16,19.0,0,Perfil 1
c199183qj114235z,4.23,4.5,15,2.0,0,Perfil 1
c199185yh497151f,4.07,4.27,0,10.0,0,Perfil 1
c199186wh175442i,3.98,4.7,0,15.0,0,Perfil 1
c199189st483306r,4.52,4.24,14,3.0,0,Perfil 1
c199202jj18387w,4.5,4.63,24,11.0,0,Perfil 1
c199205ws26414w,3.37,3.19,0,5.0,1,Perfil 2
c199206xg287110z,3.3,3.05,19,7.0,1,Perfil 2
c199214ku25974t,1.25,1.25,17,4.0,1,Perfil 2
c199228nd379130m,3.89,4.51,18,1.0,0,Perfil 1
c19922pz417234r,4.12,4.75,0,6.0,0,Perfil 1
c199230fv319222f,3.53,5.0,0,2.0,0,Perfil 1
c199232pc361a,3.88,4.31,18,3.0,0,Perfil 1
c199235lh22931u,3.79,3.94,32,2.0,0,Perfil 1
c199236cz122490h,3.99,4.75,33,0.0,0,Perfil 1
c199243wy17922j,4.02,4.02,15,0.0,0,Perfil 1
c199244tl283382p,3.9,4.2,21,4.0,0,Perfil 1
c199254cq305311m,3.58,4.8,16,1.0,0,Perfil 1
c199258ap110109p,4.03,4.5,0,4.0,0,Perfil 1
c19925ru457434c,3.8,4.45,18,6.0,0,Perfil 1
c199262jc29150q,4.11,4.46,0,42.0,0,Perfil 1
c199284rr9195i,4.13,4.7,0,16.0,0,Perfil 1
c199304hf48147p,3.82,4.63,33,0.0,0,Perfil 1
c199320ld29938y,3.7,4.76,18,8.0,0,Perfil 1
c19932qh60493q,4.11,4.11,16,26.0,0,Perfil 1
c199348um204176o,4.03,4.7,10,0.0,0,Perfil 1
c199358ss192460p,3.31,3.31,12,9.0,1,Perfil 2
c199361wf404340f,3.98,4.17,17,8.0,0,Perfil 1
c199365wn36134j,4.55,4.54,20,10.0,0,Perfil 1
c199367rh117137v,4.21,4.81,0,3.0,0,Perfil 1
c19936km265159h,4.05,4.52,0,12.0,0,Perfil 1
c199374vo44710m,3.35,3.31,17,0.0,1,Perfil 2
c199394es17076a,4.25,4.45,16,6.0,0,Perfil 1
c199394ps348150d,4.74,4.93,0,18.0,0,Perfil 1
c19939ih477298d,4.35,4.48,0,13.0,0,Perfil 1
c19939jc49886a,3.79,3.79,0,1.0,0,Perfil 1
c199408pn287101o,4.22,4.8,15,0.0,0,Perfil 1
c199423kv149466n,4.22,4.8,14,3.0,0,Perfil 1
c199425ch21441y,4.44,4.5,16,5.0,0,Perfil 1
c199435ih414154y,2.93,2.93,0,2.0,1,Perfil 2
c199437aq6111t,4.34,4.6,0,3.0,0,Perfil 1
c19943cs354156q,4.37,4.87,0,12.0,0,Perfil 1
c199441ac8309v,3.52,3.52,0,6.0,1,Perfil 2
c199445ey59393m,3.76,3.4,16,10.0,0,Perfil 1
c199447hf104298k,4.19,4.8,16,6.0,0,Perfil 1
c199452jc310153a,4.1,0.27,0,3.0,1,Perfil 2
c199463qi269463m,3.76,4.8,0,5.0,0,Perfil 1
c199479vc337301g,4.22,4.28,23,11.0,0,Perfil 1
c19947gh46165e,4.39,4.15,19,22.0,0,Perfil 1
c19947qm319244j,3.36,3.49,16,10.0,1,Perfil 2
c199497qq234261t,3.68,3.32,0,7.0,0,Perfil 1
c199498en211401w,3.97,5.0,12,2.0,0,Perfil 1
c19956sp27656f,4.57,4.79,18,17.0,0,Perfil 1
c19966xw279187i,3.54,3.58,20,14.0,0,Perfil 1
c1996br407122h,4.32,4.5,17,0.0,0,Perfil 1
c19975ox387334u,3.61,4.0,16,0.0,0,Perfil 1
c19978xu152282g,3.81,3.3,0,8.0,0,Perfil 1
c19983vj335188d,3.58,3.58,16,7.0,0,Perfil 1
c19984jn426316t,4.22,3.83,0,5.0,0,Perfil 1
c19984yx114197g,3.82,3.8,4,0.0,0,Perfil 1
c19985bi350490q,3.04,2.92,0,6.0,1,Perfil 2
c19989oe81344o,4.33,4.41,25,10.0,0,Perfil 1
c1998mq86144i,3.78,4.67,14,1.0,0,Perfil 1
c1998tn267157o,4.54,5.0,0,19.0,0,Perfil 1
c19991gu455143s,0.21,0.21,0,0.0,1,Perfil 2
c19992kx87182n,3.62,3.77,9,28.0,0,Perfil 1
c19992ne22451n,3.88,4.6,0,2.0,0,Perfil 1
c19995dr32249y,2.91,2.53,15,1.0,1,Perfil 2
c19996wa284314s,2.47,1.66,17,1.0,1,Perfil 2
c200101fs272105s,4.14,4.1,0,1.0,0,Perfil 1
c200105af336217g,3.87,3.84,21,4.0,0,Perfil 1
c200116by27730k,4.28,4.7,0,15.0,0,Perfil 1
c200117bx422209b,4.1,4.5,0,0.0,0,Perfil 1
c200124pj240392p,4.32,4.76,0,2.0,0,Perfil 1
c200129ab254161g,4.14,4.26,26,16.0,0,Perfil 1
c200154xw473135o,3.9,4.29,18,4.0,0,Perfil 1
c200163kf25442s,4.25,4.81,33,20.0,0,Perfil 1
c200180lf307135o,4.2,4.6,0,27.0,0,Perfil 1
c200184ek479384y,3.41,3.41,19,3.0,1,Perfil 2
c200185tb182262t,4.2,4.7,8,0.0,0,Perfil 1
c200187zh208365b,4.1,4.25,18,6.0,0,Perfil 1
c200189oq38648e,4.73,5.0,0,22.0,0,Perfil 1
c200191qi18433f,4.48,4.78,17,21.0,0,Perfil 1
c200194qd155481m,4.12,4.1,19,9.0,0,Perfil 1
c200198lu2312m,4.59,4.64,20,25.0,0,Perfil 1
c200199yj43575b,3.7,3.7,18,5.0,0,Perfil 1
c200210kj411363c,3.81,4.05,19,4.0,0,Perfil 1
c200229wm329496v,4.11,4.23,23,13.0,0,Perfil 1
c200244vz412173r,4.02,4.5,2,47.0,0,Perfil 1
c200252qz5203k,3.84,3.88,20,6.0,0,Perfil 1
c200278sc345204b,3.67,4.22,0,7.0,0,Perfil 1
c200284pg296427k,3.1,3.1,0,0.0,1,Perfil 2
c200293ph189223o,3.72,4.5,0,11.0,0,Perfil 1
c200297yb13289k,4.0,4.52,19,0.0,0,Perfil 1
c200298sd395494j,1.69,1.69,20,3.0,1,Perfil 2
c200306zj9937n,3.9,3.9,0,0.0,0,Perfil 1
c200308qh459370d,4.2,5.0,0,2.0,0,Perfil 1
c200312gu10993l,4.43,4.25,12,15.0,0,Perfil 1
c200324ym7482y,3.25,2.9,16,1.0,1,Perfil 2
c200325bq131211j,3.56,3.82,14,8.0,0,Perfil 1
c200336pr343157m,3.76,4.3,15,7.0,0,Perfil 1
c200338cs34028w,4.03,4.7,0,8.0,0,Perfil 1
c200341bn240364l,3.93,3.91,0,12.0,0,Perfil 1
c20036ad145317z,3.27,2.98,0,10.0,1,Perfil 2
c20037qv81155u,3.24,3.01,19,9.0,1,Perfil 2
c200381fd79105g,4.36,4.52,0,4.0,0,Perfil 1
c200383jb66356n,3.96,4.6,0,0.0,0,Perfil 1
c200388tu142114z,3.81,3.8,18,21.0,0,Perfil 1
c200394dp297333l,3.91,3.0,21,27.0,0,Perfil 1
c200411eu49021f,4.21,4.12,0,16.0,0,Perfil 1
c200418jq37432z,1.94,1.94,0,1.0,1,Perfil 2
c200423ln180110c,2.64,2.64,19,0.0,1,Perfil 2
c200428ka425339h,4.11,4.8,16,0.0,0,Perfil 1
c200434ea151391a,4.21,4.37,0,6.0,0,Perfil 1
c200434ex320121h,4.03,4.03,20,2.0,0,Perfil 1
c200438hp482334i,3.81,4.5,0,12.0,0,Perfil 1
c200447pj23624n,4.05,3.8,16,11.0,0,Perfil 1
c200456fj22441g,4.25,4.44,0,4.0,0,Perfil 1
c200489er201179y,3.8,4.05,0,13.0,0,Perfil 1
c200497wr80262r,4.03,3.97,18,12.0,0,Perfil 1
c200499em282220l,3.54,3.85,18,1.0,0,Perfil 1
c20063qk3219a,3.94,4.1,13,1.0,0,Perfil 1
c20093wr341100d,3.9,4.3,16,8.0,0,Perfil 1
c20098ks40538r,4.2,5.0,14,0.0,0,Perfil 1
